Den,Hodina,Marginální cena ČR (Kč/MWh)
2017-02-07,21,1433.681
2017-02-07,22,1153.484
2017-02-07,23,1119.709
2017-02-07,24,999.74
2017-02-08,1,1053.78
2017-02-08,2,1027.3
2017-02-08,3,998.389
2017-02-08,4,957.859
2017-02-08,5,979.745
2017-02-08,6,1047.025
2017-02-08,7,1352.621
2017-02-08,8,1793.317
2017-02-08,9,1868.703
2017-02-08,10,1890.86
2017-02-08,11,1858.976
2017-02-08,12,1858.976
2017-02-08,13,1865.461
2017-02-08,14,1825.471
2017-02-08,15,1781.158
2017-02-08,16,1810.34
2017-02-08,17,1966.516
2017-02-08,18,2107.56
2017-02-08,19,2321.288
2017-02-08,20,2185.107
2017-02-08,21,1858.976
2017-02-08,22,1574.185
2017-02-08,23,1459.08
2017-02-08,24,1242.92
2017-02-09,1,1224.006
2017-02-09,2,1188.88
2017-02-09,3,1126.194
2017-02-09,4,1099.714
2017-02-09,5,1104.037
2017-02-09,6,1189.691
2017-02-09,7,1517.443
2017-02-09,8,2055.141
2017-02-09,9,2188.62
2017-02-09,10,2091.348
2017-02-09,11,2021.096
2017-02-09,12,1958.95
2017-02-09,13,1943.278
2017-02-09,14,1885.996
2017-02-09,15,1823.85
2017-02-09,16,1803.585
2017-02-09,17,1837.36
2017-02-09,18,1972.46
2017-02-09,19,2137.012
2017-02-09,20,2012.99
2017-02-09,21,1607.69
2017-02-09,22,1229.41
2017-02-09,23,1201.579
2017-02-09,24,1112.684
2017-02-10,1,1026.76
2017-02-10,2,990.013
2017-02-10,3,952.455
2017-02-10,4,918.68
2017-02-10,5,938.945
2017-02-10,6,999.74
2017-02-10,7,1134.84
2017-02-10,8,1523.658
2017-02-10,9,1514.471
2017-02-10,10,1526.63
2017-02-10,11,1499.61
2017-02-10,12,1466.916
2017-02-10,13,1364.51
2017-02-10,14,1224.006
2017-02-10,15,1179.693
2017-02-10,16,1202.39
2017-02-10,17,1271.021
2017-02-10,18,1465.024
2017-02-10,19,1485.83
2017-02-10,20,1351.811
2017-02-10,21,1116.196
2017-02-10,22,986.23
2017-02-10,23,973.801
2017-02-10,24,878.15
2017-02-11,1,972.72
2017-02-11,2,932.19
2017-02-11,3,913.276
2017-02-11,4,898.685
2017-02-11,5,909.763
2017-02-11,6,932.19
2017-02-11,7,914.357
2017-02-11,8,1015.682
2017-02-11,9,1144.837
2017-02-11,10,1218.602
2017-02-11,11,1224.006
2017-02-11,12,1166.724
2017-02-11,13,1059.184
2017-02-11,14,988.392
2017-02-11,15,972.72
2017-02-11,16,1015.682
2017-02-11,17,1083.502
2017-02-11,18,1273.993
2017-02-11,19,1295.339
2017-02-11,20,1215.9
